"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9"
"Candidatus_Yanofskybacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000690434345970374,0,0,0,0,0
"Candidatus_Zambryskibacteria",0.000269687162891046,0,0,0,0,0,0,0,0,0,0,0.000768245838668374,0,0,0,0,0,0,0,0.00108357808891043,0.000439367311072056,0.000511471576793804,0.000485201358563804,0,0,0
"Caulobacterales",0.000862998921251348,0.00244524771422496,0.0025115339466572,0.00298418382572366,0.0045822102425876,0.00409416581371546,0.00523341009001465,0.00404884318766067,0.0129085254943379,0.0109570661896243,0.00808985759176305,0.00384122919334187,0.0102640334111984,0.00611599297012302,0.00511672529581068,0.00369685767097967,0.0030244002460529,0.00255619573155887,0.003385240352065,0.000684365108785537,0.00131810193321617,0.00752593891568026,0.00873362445414847,0.00369736769493957,0.00422281562441781,0.00403411710465652
"CCD24",0.000134843581445523,0.000691048267063576,0,0.00261116084750821,0.00121293800539084,0.00186645794448793,0.00167469122880469,0.00237789203084833,0.00575016135656868,0.00441636851520572,0.00508123286755365,0,0.00453033198839102,0.00210896309314587,0.0017268947873361,0.0023460827527371,0,0,0,0,0,0,0,0,0.000496801838166801,0.000403411710465652
"Chitinophagales",0.0511866235167206,0.0501807357006166,0.0696131691736507,0.0199940316323486,0.0244609164420485,0.010837497742188,0.0387272346661084,0.0408097686375321,0.0279293551604764,0.0280635062611807,0.0108979073343585,0.0430857874519846,0.01323706377858,0.0209490333919156,0.0255196674128558,0.0350490544575572,0.0269632971088784,0.0126592550515297,0.0124830737982397,0.045852462288631,0.0411122269645995,0.0244775683179892,0.0224405628335759,0.0214668064676342,0.0293734086816121,0.0266828031350853
"Chlamydiales",0.000728155339805825,0.00201998724218584,0.00374000163795692,0.0145478961504029,0.0155660377358491,0.0104762478174484,0.0103098178773289,0.00636246786632391,0.00704101390600246,0.00257155635062612,0.0127030821688841,0.00160051216389245,0.00403482692716076,0.014481546572935,0.0104892868564119,0.00988198492819565,0.0121488620053311,0.00316481376288242,0.00503554502369668,0,0,0.00284962735642262,0.00369966035904901,0.00662215109541416,0.0125442464137117,0.0100852927616413
"Chloroflexales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811490708431388,0.000719363574813812,0,0,0.00109601052170101,0.00121300339640951,0,0,0
"Chloroplast",0,0,0,0,0,0,0,0,0,0,0,0.000768245838668374,0,0,0,0,0,0.013470745759961,0.016926201760325,0.000598819470187345,0.000627667587245795,0.026085050416484,0.00515526443474042,0,0,0
"Chthoniobacterales",0.00587918015102481,0.016771209866043,0.00401299445824575,0.00343181139958221,0.0194070080862534,0.00794749834427118,0.0218756541762613,0.0159383033419023,0.000645426274716893,0,0.0346994718192151,0.00537772087067862,0.0408437743328378,0,0.000959385992964503,0.00113749466799374,0.0055361902809104,0.00361113365251968,0.00279282329045362,0,0.000502134069796636,0.00226508841151542,0.00127365356622999,0.00584956680094917,0.0170154629572129,0.0277777777777778
"Chthonomonadales",0.0093042071197411,0.00374760790984478,0.00182905189593514,0.0062667860340197,0.00923180592991914,0.0112589559877175,0.00879212895122462,0.00816195372750643,0.00704101390600246,0.0107893559928444,0.00815671591896771,0.0231113956466069,0.00920223685141927,0.0163093145869947,0.0109370003197953,0.010735105929191,0.0122513840475702,0,0,0,0,0,0,0.0198664532862425,0.0158355585915668,0.0126210235131397
"Clostridiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608618031323541,0.000465470548408937,0,0,0,0.000970402717127608,0,0,0
"Competibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324596283372555,0,0,0,0.000584538944907204,0.000363901018922853,0,0,0
"Coriobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424551188743328,0,0,0
"Corynebacteriales",0.00455771305285868,0.000478418031044014,0.000900876306953127,0.00246195165622202,0.00128032345013477,0.00234812451080739,0.00272137324680762,0.00212082262210797,0.00516341019773514,0,0.000869158253660493,0.00633802816901408,0,0,0.00108730412535977,0,0,0.0112391463117747,0.0121022342586324,0.00741395534517665,0.00991714787848355,0.020239660967412,0.0140708393983503,0.000386292147232493,0,0.000864453665283541
"Coxiellales",0,0,0,0,0,0,0,0,0.000469400927066831,0.000279516994633274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyanobacteriales",0.000296655879180151,0,0,0,0,0,0,0,0,0,0,0.00102432778489117,0,0,0,0,0,0.000608618031323541,0.00050778605280975,0,0,0.00204588630717522,0.000788452207666181,0,0,0
"Cytophagales",0.00385652642934196,0.00337550499681055,0.00357620594578363,0.0106684571769621,0.0134097035040431,0.00608104039978325,0.00366338706301026,0.00841902313624679,0.0118523734084375,0.00788237924865832,0.0117002072608143,0.00813060179257362,0.00495505061230268,0.00759226713532513,0.00179085385353374,0.00142186833499218,0.00394709862620463,0.00401687900673537,0.00478165199729181,0.0617639510678947,0.04029625910118,0.0135174631009791,0.0109776807375061,0.00364218310247779,0.00652052412593927,0.00564776394651913
"Defluviicoccales",0,0.000212630236019562,0,0,0,0,0,0,0.000410725811183477,0.000559033989266547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deinococcales",0.00374865156418554,0.0214224962789709,0.0110289099396686,0,0.00283018867924528,0,0.0177935943060498,0.00976863753213368,0,0.0136963327370304,0.00040114996322792,0.00614596670934699,0,0,0,0,0.00625384457658397,0,0,0,0,0,0,0.00849842723911484,0.0103086381419611,0.0106039649608114
"Desulfatiglandales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243447212529417,0,0,0,0,0,0,0,0
"Desulfobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545851528384279,0,0,0
"Diplorickettsiales",0.00269687162891046,0.00353497767382522,0.00106467199912642,0.00104446433900328,0.00309973045822102,0.00367270756818592,0.000261670504500733,0.00218508997429306,0.00205362905591739,0.000894454382826476,0.00180517483452564,0.00326504481434059,0.00184044737028385,0.00667838312829526,0.00268628078030061,0.000995307834494526,0.00527988517531269,0.00535583867564716,0.00550101557210562,0.000313667341526704,0.00144363545066533,0.0116177115300307,0.0131004366812227,0.00303515258539816,0.00515431907098056,0.00374596588289534
"Dongiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211577522004062,0,0,0,0,0,0,0
"Elev-16S-1166",0.00817152103559871,0.0380608122475016,0.0406213316589774,0.00208892867800657,0.0133423180592992,0.012583539045096,0.00847812434582374,0.0115038560411311,0.00880126738250308,0.00832960644007156,0.0488065788593969,0.0107554417413572,0.04225950307921,0.000632688927943761,0.0197633514550688,0.0183421015213991,0.0127639942587656,0,0,0,0,0,0,0.0125820870812869,0.00707942619387692,0.00720378054402951
"Elsterales",0,0.000265787795024452,0,0.000373022978215458,0,0,0,0,0.000352050695300123,0.000782647584973166,0,0,0.000707864373186098,0.000421792618629174,0.000319795330988168,0,0,0,0,0,0,0,0,0,0.000310501148854251,0
"Enterobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438404208680403,0,0,0,0
"Erysipelotrichales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133430373605046,0,0,0
"Fimbriimonadales",0.000970873786407767,0.000345524133531788,0,0.000373022978215458,0.000404312668463612,0,0,0.00109254498714653,0.00598486182010209,0.00503130590339893,0.0010028749080698,0.00345710627400768,0.00191123380760246,0.000421792618629174,0,0.000355467083748045,0,0,0,0,0,0,0,0,0.000310501148854251,0.000749193176579069
"Flavobacteriales",0.00194174757281553,0.000132893897512226,0,0,0,0,0,0,0,0,0.000735441599251187,0.00409731113956466,0,0,0,0,0,0.0141199383267062,0.0145142180094787,0.0661552938492686,0.0303791112226965,0.0505626187344732,0.0493692382338671,0,0,0
"Frankiales",0.164104638619202,0.0066978524346162,0.00155605907564631,0.00216353327364966,0.00997304582210243,0.00132458305737853,0.012507850115135,0.0177377892030848,0.0146687789708385,0.0144789803220036,0.0106973323527445,0.0802816901408451,0.011962907906845,0,0.00422129836904381,0.00334139058723162,0.00071765429567357,0.300576158402986,0.287533852403521,0.27522883458325,0.203113231232739,0.219055969603975,0.172367782629791,0.00446995198940456,0.0190026703098801,0.0100852927616413
"Ga0077536",0,0.000132893897512226,0.000436788512462122,0,0,0,0,0.00077120822622108,0,0,0.00120344988968376,0.000640204865556978,0.0014865151836908,0,0.000767508794371602,0,0,0,0,0,0,0,0,0,0.000496801838166801,0.000691562932226833
"Gaiellales",0.000134843581445523,0.000398681692536679,0,0,0.000471698113207547,0.000541874887109399,0,0,0,0,0.00574981613960019,0.00089628681177977,0.00191123380760246,0.000351493848857645,0,0,0,0.000568043495901972,0.000550101557210562,0,0,0.000876808417360807,0.0024866569626395,0.00104850725677391,0,0
"Gammaproteobacteria_Incertae_Sedis",0.00142934196332255,0.00100999362109292,0.0014195626655019,0.00343181139958221,0.00215633423180593,0.00319104100186646,0.00366338706301026,0.00224935732647815,0.00586751158833539,0.00268336314847943,0,0.00160051216389245,0.00169887449564663,0.00147627416520211,0.00223856731691717,0.00191952225223944,0.00102522042239081,0,0.0003385240352065,0,0,0,0,0.00402847524971028,0.0019872073526672,0.00213231904103273
"Gemmatales",0.0895631067961165,0.0510046778651924,0.0342060003821899,0.0828111011638317,0.117722371967655,0.0989222710578602,0.110215616495709,0.0895244215938303,0.100158422812885,0.0881037567084079,0.0825700340977469,0.0925096030729834,0.109365045657252,0.112126537785589,0.0704828909497921,0.0858097540167781,0.0885790444945663,0.00259677026698044,0.002708192281652,0,0,0.00350723366944323,0.00333575934012615,0.114066552618509,0.11320871887226,0.136871830336561
"Gemmatimonadales",0.00210355987055016,0.00563470125451839,0.00464087794491005,0.00559534467323187,0.00633423180592992,0.00614124872057318,0.00533807829181495,0.0012853470437018,0.00434195857536819,0.00167710196779964,0.00340977468743732,0.00454545454545455,0.0021943795568769,0.00773286467486819,0.00921010553245923,0.00774918242570738,0.00620258355546442,0.0010549379209608,0.000803994583615437,0,0,0.00131521262604121,0.000424551188743328,0.00402847524971028,0.00683102527479352,0.00726141078838174
"Geobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303250849102377,0,0,0
"Haliangiales",0.000161812297734628,0.000398681692536679,0.000436788512462122,0,0.00121293800539084,0.000421458245529532,0,0.00089974293059126,0.000293375579416769,0,0.00588353279400949,0.000384122919334187,0.00184044737028385,0.00070298769771529,0.0013431403901503,0,0.00071765429567357,0,0,0,0,0,0,0.000331107554770708,0.000496801838166801,0.000345781466113416
"Holophagales",0.000215749730312837,0.000159472677014671,0.000136496410144413,0.00044762757385855,0,0,0.000314004605400879,0.00077120822622108,0.000352050695300123,0.000782647584973166,0,0,0.000920223685141927,0,0,0,0,0,0,0,0,0,0,0,0,0.000345781466113416
"Holosporales",0,0.000611311928556241,0.000846277742895362,0.00216353327364966,0.00168463611859838,0,0.000314004605400879,0,0.000645426274716893,0,0.00254061643377683,0.000704225352112676,0.00162808805832802,0.000492091388400703,0.000767508794371602,0.00213280250248827,0.00102522042239081,0.000608618031323541,0,0,0,0.000365336840567003,0,0.00121406103415926,0.000807302987021052,0
"IMCC26256",0.00102481121898598,0.00356155645332766,0.00278452676694603,0.00589376305580424,0.00505390835579515,0.00445541573845505,0.00591375340171656,0.00623393316195373,0.00140820278120049,0.000447227191413238,0.00574981613960019,0.00217669654289373,0.00637077935867488,0.00646748681898067,0.00422129836904381,0.00291483008673397,0.00630510559770351,0.000405745354215694,0.00050778605280975,0,0,0.00109601052170101,0,0.00535290546879311,0.00372601378625101,0.00547487321346242
"Isosphaerales",0.0215210355987055,0.00826600042526047,0.00887226665938686,0.017905102954342,0.0245956873315364,0.0186043711240893,0.0219803223780615,0.0215938303341902,0.0183066361556064,0.042095259391771,0.0106973323527445,0.0197183098591549,0.00920223685141927,0.010896309314587,0.00645986568596098,0.00838902317645386,0.0158909165470576,0.0249533392842652,0.033175355450237,0.00108357808891043,0.00389153904092393,0.0131521262604121,0.0194080543425522,0.0224601291319464,0.0137241507793579,0.0277777777777778
"JG30-KF-CM66",0.00223840345199569,0.0069902190091431,0.00496846932925664,0.00917636526410027,0.0183288409703504,0.00650249864531278,0.0117228386016328,0.0170308483290488,0.00310978114181776,0.00301878354203936,0.0157117068930935,0.00160051216389245,0.014511219650315,0.0179261862917399,0.00511672529581068,0.00547419308971989,0.00912446175927824,0,0,0,0,0,0,0.0157276088516086,0.00807302987021052,0.0140041493775934
"JG36-TzT-191",0.0103829557713053,0.0278279821390602,0.0220578198793372,0.0164876156371232,0.0123315363881402,0.0204106207477873,0.0144965459493406,0.0224935732647815,0.017074458722056,0.026721824686941,0.0307548305141405,0.0128040973111396,0.0356055779712607,0.0213005272407733,0.00677966101694915,0.00447888525522537,0.0190178388353496,0,0,0,0,0,0,0.028199326747972,0.0206793765136931,0.015387275242047
"Kapabacteriales",0.00895361380798274,0.00220603869870296,0.00289372389506156,0.00872873769024172,0.0107142857142857,0.00903124811848998,0.00973414276742725,0.0101542416452442,0.00698233879011911,0.00419275491949911,0,0.00761843790012804,0,0.00632688927943761,0.00492484809721778,0.00483435233897341,0.00861185154808284,8.11490708431388e-05,0.000211577522004062,0,0,0,0,0.00579438220848739,0.0101223374526486,0.00576302443522361
"KD4-96",0.000943905070118662,0.00154156921114182,0.000900876306953127,0.00492390331244405,0.00357142857142857,0.00590041543741345,0.00654176261251832,0.00032133676092545,0.00140820278120049,0.000279516994633274,0.000869158253660493,0.00224071702944942,0.000778650810504707,0.0021792618629174,0.00383754397185801,0.00191952225223944,0.00123026450686898,0.00113608699180394,0.000930941096817874,0,0,0.000438404208680403,0.00230470645317807,0.00529772087633133,0.00558902067937651,0.00593591516828031
"Kineosporiales",0,0,0,0,0,0.000722499849479198,0,0.00057840616966581,0,0,0.0020057498161396,0,0.00283145749274439,0,0.000767508794371602,0.000568747333996872,0.000512610211195407,0,0.0003385240352065,0,0,0,0,0.000551845924617847,0,0
"Lachnospirales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365336840567003,0,0,0,0
"Lactobacillales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284021747950986,0,0,0,0,0,0,0,0
"Latescibacterota",0,0,0,0,0,0.000301041603949666,0,0,0,0,0.000334291636023267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028815122176118
"Legionellales",0.000485436893203883,0.000265787795024452,0.000300292102317709,0.00126827812593256,0.000539083557951483,0.0016256246613282,0.000889679715302491,0.00141388174807198,0.00164290324473391,0.00167710196779964,0.00260747476098148,0.00134443021766965,0.00169887449564663,0.00175746924428822,0.00166293572113847,0.000924214417744917,0.0011277424646299,0.00255619573155887,0.00215809072444144,0.00028515212866064,0.000815967863419533,0.00306882946076282,0,0.000386292147232493,0,0.000518672199170124
"Leptolyngbyales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000550101557210562,0,0,0,0,0,0,0
"Limnochordales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438404208680403,0.000303250849102377,0,0,0
"Margulisbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545851528384279,0,0,0
"Methanomicrobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511471576793804,0,0,0,0
"Methylococcales",0.00226537216828479,0.012359132468637,0.00840817886489585,0.00775887794688153,0.00734501347708895,0.0010837497742188,0.000523341009001465,0.00096401028277635,0.00111482720178372,0.00111806797853309,0.00207260814334425,0.00428937259923175,0.00198202024492107,0.00421792618629174,0.0104892868564119,0.0103085454286933,0.00404962066844372,0.00925099407611783,0.00558564658090724,0.00145427585616927,0.00295003766005523,0.00314189682887622,0.0094007763221737,0.00706362783510844,0.000310501148854251,0.00922083909635777
"Micrococcales",0.0299622437971953,0.00217945991920051,0.000382189948404357,0,0.00323450134770889,0.0012643747365886,0.00502407368641407,0.00739074550128535,0.00833186645543625,0.00793828264758497,0.0090258741726282,0.0243918053777209,0.00750336235577263,0,0.000831467860569236,0,0,0.114339040817983,0.124280636425186,0.0499016225156121,0.0459452673863922,0.0913342101417507,0.111596312469675,0.00248330666078031,0.00322921194808421,0.00322729368372522
"Micromonosporales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223159944818632,0.000846310088016249,0,0.000815967863419533,0.00365336840567003,0.00557981562348375,0,0.000496801838166801,0
"Micropepsales",0,0.000186051456517117,0.000136496410144413,0,0.000471698113207547,0,0.000523341009001465,0.00044987146529563,0.00187760370826732,0.000894454382826476,0.000267433308818613,0.000832266325224072,0.000424718623911659,0,0,0.000355467083748045,0,0.000324596283372555,0.00050778605280975,0,0,0,0.000363901018922853,0,0,0
"Microtrichales",0.0199029126213592,0.029847969381246,0.027217384182796,0.0202924500149209,0.0190026954177898,0.030646035282076,0.0330751517688926,0.0233290488431877,0.0291615325940269,0.0395796064400716,0.0236009895032426,0.0193982074263764,0.021589863382176,0.00864674868189807,0.0166933162775823,0.0132944689321769,0.0267069920032807,0.0155400470664611,0.0192958700067705,0.00136873021757107,0.00307557117750439,0.0214087388572264,0.0198326055312955,0.0292478340047459,0.0212382785816308,0.0309474412171508
"mle1-27",0.000242718446601942,0,0,0,0,0,0,0,0.000410725811183477,0,0,0.000512163892445583,0.000424718623911659,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myxococcales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0,0,0,0,0
"NB1-j",0,0,0,0.000373022978215458,0,0,0.000314004605400879,0,0,0,0.00120344988968376,0,0.00120336943441637,0.000773286467486819,0.000319795330988168,0.000639840750746481,0.000410088168956326,0,0,0,0,0,0,0.000717399702003201,0.000745202757250202,0.000403411710465652
"Nitrospirales",0.00822545846817692,0.060945141399107,0.0730528787092899,0.0153685467024769,0.0283018867924528,0.0273345776386297,0.0223466610843626,0.0200514138817481,0.0135539517690547,0.0133609123434705,0.0236009895032426,0.0127400768245839,0.0244213208749204,0.0150439367311072,0.043108410617205,0.0557372387316934,0.0355238876358417,0.000365170818794125,0.000550101557210562,0,0,0,0,0.0380221842061696,0.0214245792709433,0.0184416781927155
"Obscuribacterales",0.000377562028047465,0,0,0.000671441360787825,0.000606469002695418,0.000361249924739599,0.00109901611890308,0.00115681233933162,0.000293375579416769,0,0.000468008290432573,0.00121638924455826,0,0.000421792618629174,0.000895426926766869,0.000497653917247263,0,0,0,0,0,0,0,0.000993322664312124,0,0.000749193176579069
"OLB14",0.0155339805825243,0.0227514352540931,0.0239414703393301,0.0183527305282005,0.0154986522911051,0.0118610391956168,0.012507850115135,0.0173521850899743,0.00258170509886757,0.00709973166368515,0.00895901584542355,0.00979513444302177,0.0111842570963403,0.0239718804920914,0.0461784457946914,0.0425138632162662,0.0167623539060898,0,0.000253893026404875,0,0,0,0,0.0103747033828155,0.0158976588213376,0.00904794836330106
"Oligoflexales",0,0,0,0,0,0,0,0,0.000645426274716893,0.00145348837209302,0.00120344988968376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OM190",0.000647249190938511,0.00151499043163938,0.00150146051158855,0.00581915846016115,0.0068733153638814,0.00656270696610272,0.00795478333682227,0.00726221079691517,0.00211230417180074,0,0.000334291636023267,0.000704225352112676,0.00261909818078856,0.00724077328646749,0.00575631595778702,0.00391013792122849,0.00456223087963912,0,0,0,0,0,0,0.00910545775619447,0.00552692044960566,0.000576302443522361
"Opitutales",0.000296655879180151,0,0,0,0,0,0,0,0,0,0.00173831650732099,0.00121638924455826,0,0,0.000319795330988168,0,0.000307566126717244,0.00267791933782358,0.00245429925524712,0.00384955373691865,0.00615114235500879,0.00555311997661844,0.00145560407569141,0,0,0
"Paenibacillales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202872677107847,0,0,0,0,0,0,0,0
"Paracaedibacterales",0,0.000797363385073357,0.000327591384346592,0,0.00141509433962264,0.00222770786922753,0.00125601842160352,0,0,0,0.00561609948519088,0.000320102432778489,0.00283145749274439,0,0.0015350175887432,0.00163514858524101,0.000307566126717244,0,0,0,0,0,0,0.00137961481154462,0,0
"Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941002024580113,0.000878734622144112,0.00116907788981441,0,0,0,0
"Parvibaculales",0,0.000186051456517117,0,0,0,0,0,0,0,0,0,0,0,0,0.000895426926766869,0.000639840750746481,0,0,0,0,0,0,0,0.000386292147232493,0,0
"Pedosphaerales",0.00415318230852211,0.00340208377631299,0.00180175261390625,0.00641599522530588,0.0144878706199461,0.00999458125112891,0.0126648524178355,0.0120179948586118,0.0176025347650062,0.00961538461538462,0.0114327739519957,0.00640204865556978,0.00983931478728676,0.00674868189806678,0.00396546210425328,0.00881558367695151,0.00574123436538856,0.00178527955854905,0.00220040622884225,0,0,0.00146134736226801,0,0.00717399702003201,0.0112401415885239,0.0165398801290917
"PeM15",0.00304746494066882,0.000159472677014671,0,0,0.000471698113207547,0,0,0.00070694087403599,0,0.000782647584973166,0,0.00512163892445583,0,0,0,0,0,0.0152154507830885,0.0158259986459039,0.00501867746442727,0.010293748430831,0.0130059915241853,0.013524987869966,0.00104850725677391,0.000434701608395951,0
